panel,representation,model,protocol,seed,sample_id,sample_type,representation_split,umap_x,umap_y,silhouette_original,knn5_purity_original,status,budget_pct,accuracy,macro_f1,auprc,n_conflict_supervision,n_aligned_supervision,n_train,n_val,n_test
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0200,Conflict,official_test,-1.0116510391235352,4.545410633087158,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0207,Conflict,official_test,-0.8316497802734375,3.9982750415802,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0221,Conflict,official_test,-3.22939133644104,5.850225925445557,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0233,Conflict,official_test,-2.3156585693359375,4.551178932189941,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0235,Conflict,official_test,-2.9466781616210938,4.741055965423584,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0238,Conflict,official_test,-3.2637779712677,5.318421363830566,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0245,Conflict,official_test,-3.0472261905670166,4.581953525543213,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0247,Conflict,official_test,-3.3117589950561523,4.776504039764404,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0254,Conflict,official_test,-1.22930908203125,4.683041095733643,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0267,Conflict,official_test,-1.3587274551391602,4.2669267654418945,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0291,Conflict,official_test,-2.6608567237854004,4.460891246795654,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0305,Conflict,official_test,5.212629795074463,0.9958157539367676,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0307,Conflict,official_test,4.6588826179504395,0.8098956942558289,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0313,Conflict,official_test,4.683283805847168,0.6214963793754578,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0315,Conflict,official_test,4.559530258178711,0.6455607414245605,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0323,Conflict,official_test,-1.1044098138809204,4.390469551086426,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0329,Conflict,official_test,5.144382953643799,3.042069435119629,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0331,Conflict,official_test,3.234720230102539,0.23471923172473907,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0332,Conflict,official_test,3.3206586837768555,0.16364993155002594,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0335,Conflict,official_test,-1.0011060237884521,4.233883380889893,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0342,Conflict,official_test,4.154491901397705,1.2165541648864746,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0355,Conflict,official_test,-2.0911285877227783,4.8632097244262695,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0362,Conflict,official_test,6.636539459228516,0.5193673968315125,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0364,Conflict,official_test,4.690655708312988,0.6969351172447205,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0373,Conflict,official_test,-3.634092092514038,4.416543960571289,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0375,Conflict,official_test,-3.3136420249938965,5.398349285125732,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0390,Conflict,official_test,-1.2582989931106567,4.076885223388672,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0393,Conflict,official_test,-3.8499162197113037,7.038201808929443,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0396,Conflict,official_test,-3.7386717796325684,4.246205806732178,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0412,Conflict,official_test,3.6488397121429443,-0.21174822747707367,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0423,Conflict,official_test,3.700315475463867,-0.21289443969726562,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0424,Conflict,official_test,3.476595878601074,0.10203030705451965,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0426,Conflict,official_test,3.407425880432129,0.32618895173072815,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0429,Conflict,official_test,3.7204184532165527,-0.16182252764701843,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0432,Conflict,official_test,3.5511116981506348,0.19983625411987305,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0443,Conflict,official_test,3.8069570064544678,-0.15891113877296448,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0444,Conflict,official_test,3.689258575439453,0.365849107503891,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0448,Conflict,official_test,3.4571704864501953,0.1416478455066681,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0449,Conflict,official_test,3.838449001312256,-0.09532167762517929,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0467,Conflict,official_test,6.652296543121338,0.10991166532039642,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0470,Conflict,official_test,6.526890754699707,0.005557785276323557,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0484,Conflict,official_test,3.3966522216796875,0.5178622007369995,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0486,Conflict,official_test,3.3393442630767822,0.44183024764060974,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0497,Conflict,official_test,3.6069676876068115,0.3545665144920349,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0499,Conflict,official_test,3.401524305343628,0.05888456106185913,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0506,Conflict,official_test,3.659740686416626,-0.24791984260082245,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0533,Conflict,official_test,6.497714042663574,0.22975772619247437,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0538,Conflict,official_test,-3.488942861557007,4.809650421142578,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0540,Conflict,official_test,5.738396644592285,1.6363978385925293,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0541,Conflict,official_test,5.78092098236084,1.7900807857513428,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0551,Conflict,official_test,5.945712566375732,0.3105056881904602,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0554,Conflict,official_test,5.715765953063965,0.35236674547195435,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0558,Conflict,official_test,5.357735633850098,2.1227500438690186,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0566,Conflict,official_test,5.513708591461182,2.3893892765045166,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0568,Conflict,official_test,5.075708866119385,1.6991217136383057,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0570,Conflict,official_test,5.045522212982178,1.4749382734298706,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0571,Conflict,official_test,5.282336235046387,1.6971726417541504,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0573,Conflict,official_test,5.153385162353516,1.5232828855514526,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0576,Conflict,official_test,5.161802291870117,1.6510093212127686,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0582,Conflict,official_test,-3.534637451171875,4.9297919273376465,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0593,Conflict,official_test,-3.6667556762695312,5.038640975952148,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0598,Conflict,official_test,5.845174312591553,1.8602070808410645,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0605,Conflict,official_test,5.843822002410889,1.878519058227539,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0611,Conflict,official_test,5.9234747886657715,1.6955974102020264,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0616,Conflict,official_test,5.5025129318237305,1.7085508108139038,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0623,Conflict,official_test,5.007043361663818,1.3724089860916138,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0632,Conflict,official_test,5.171268939971924,1.1584070920944214,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0636,Conflict,official_test,3.8982598781585693,0.6641967296600342,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0637,Conflict,official_test,4.777280807495117,1.3064942359924316,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0656,Conflict,official_test,5.940433025360107,1.7958853244781494,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0658,Conflict,official_test,5.745243072509766,1.8581719398498535,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0661,Conflict,official_test,5.595413684844971,1.540047526359558,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0666,Conflict,official_test,5.843233585357666,1.828571081161499,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0667,Conflict,official_test,5.57553243637085,1.8210455179214478,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0677,Conflict,official_test,6.099308967590332,1.0268828868865967,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0689,Conflict,official_test,6.360935211181641,0.06771893054246902,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0711,Conflict,official_test,-3.1895861625671387,6.730487823486328,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0712,Conflict,official_test,4.7624077796936035,0.7944260239601135,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0721,Conflict,official_test,-2.348587989807129,7.048222541809082,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0735,Conflict,official_test,5.647787570953369,0.34418079257011414,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0748,Conflict,official_test,-4.751750469207764,6.158221244812012,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0751,Conflict,official_test,-4.627163887023926,6.144966125488281,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0755,Conflict,official_test,-4.834906578063965,6.183545112609863,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0762,Conflict,official_test,-4.602513313293457,5.935211658477783,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0788,Conflict,official_test,-4.840710163116455,6.091972827911377,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0796,Conflict,official_test,-3.968442678451538,6.247056484222412,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0805,Conflict,official_test,-4.0181074142456055,6.319756984710693,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_a_svt:S0808,Conflict,official_test,-4.1779327392578125,6.397795677185059,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0014,Aligned,official_test,-2.8543624877929688,6.766887664794922,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0016,Aligned,official_test,-2.505977153778076,7.116717338562012,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0017,Aligned,official_test,-2.818937301635742,6.8565216064453125,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0022,Aligned,official_test,-2.525118589401245,6.9851531982421875,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0027,Aligned,official_test,-3.144030809402466,7.3571648597717285,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0042,Aligned,official_test,3.0120954513549805,6.814350128173828,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0043,Aligned,official_test,2.7019760608673096,7.379101276397705,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0054,Aligned,official_test,3.1159002780914307,6.784162521362305,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0057,Aligned,official_test,2.7838134765625,7.11073637008667,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0064,Aligned,official_test,3.2204582691192627,6.674242973327637,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0067,Aligned,official_test,2.8804545402526855,6.978694438934326,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0068,Aligned,official_test,3.187227249145508,6.795247554779053,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0075,Aligned,official_test,3.7771668434143066,4.6883649826049805,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0084,Aligned,official_test,-3.8412530422210693,7.553725242614746,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0086,Aligned,official_test,-3.4496264457702637,6.720070838928223,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0093,Aligned,official_test,-2.8672587871551514,7.127562999725342,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0094,Aligned,official_test,-2.7312209606170654,5.304871082305908,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0095,Aligned,official_test,-2.678633689880371,6.735663414001465,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0096,Aligned,official_test,-2.9994518756866455,7.609982490539551,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0100,Aligned,official_test,-3.0291008949279785,7.635595321655273,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0114,Aligned,official_test,-2.643775224685669,6.780488967895508,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0116,Aligned,official_test,-5.838331699371338,5.889619827270508,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0119,Aligned,official_test,-5.899117946624756,5.908743858337402,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
ac_umap,Single-Point,qwen3_vl_8b,VT,20260717,gen:accept_c_svt:S0120,Aligned,official_test,-5.8608622550964355,5.857700347900391,0.03671437333952352,0.9006578947368421,Ready,,,,,,,,,
